"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","Th1_changes_new","Th2_changes_new","loglike_rank","loglike_rank_new","distance","source_folder","calibration_file"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.929 - 1   )","1    (1    - 1   )","1    (0.931 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0669 (0.0636 - 0.0702)",0.929,1,0.931,3.43,0.19,667000,0.333,0.0702,1,1,0.414,4,1.33e-06,667000,1.14e-06,0.00937,23.4762421447927,-29.5081916614877,19.4422672297039,-35.7724948772334,0.207484799351264,0.175115077582482,0.0363337167355824,-1.346235282226e-06,11,0.833333333333333,0.259100336331852,0.228371169434435,32,0.0407358738501971,0.347772607797781,"results_get_calibration_drugs/tms_metrics_6_167.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-verapamil","1    (0.929 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","8.57e+05 (4    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0579 (0.0548 - 0.061)",0.929,1,0.938,4,0.143,667000,0.333,0.061,0.964,1,0.406,857000,0.143,667000,1.14e-06,0.0137,23.1903451675483,-31.5320928025223,20.7160096127664,-36.467843649204,0.119440741775725,0.135345289240578,0.0161657417427447,-2.21695783077957e-06,11,0.833333333333333,0.135020534079999,0.157142518707614,230,0.136066547831254,0.247867749511178,"results_get_calibration_drugs/tms_metrics_6_168.csv","calibration_drugs.csv"
"astemizole-bepridil-droperidol-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib","0.933 (0.8  - 1   )","1    (1    - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.135 (0.13 - 0.14)",0.8,1,0.85,2.4,0.3,5e+05,0.0125,0.14,0.933,1,0.4,3,0.2,1e+06,1e-06,0.0397,15.4427911280805,-25.4101145573674,14.8530249900126,-31.0420333326065,0.0397068030562423,0.18142879736307,0.00720395752562633,-6.12958371899397e-06,8,0.766666666666667,0.714085385048345,0.000790267157183944,2,0.333333333333333,0.788054359021593,"results_get_calibration_drugs/tms_metrics_6_17.csv","calibration_drugs.csv"
"azimilide-bepridil-cisapride-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","1    (0.833 - 1   )","1    (1    - 1   )","1    (0.84 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0936 (0.0896 - 0.0976)",0.833,1,0.84,3.33,0.222,667000,0.333,0.0976,0.958,1,0.36,4,0.167,1e+06,1e-06,0.0295,13.5843690124721,-21.5909138294102,13.6131770944252,-27.7807227256415,0.00211619093421669,0.222809498419498,0.000471507440612709,-3.82313349816191e-06,10,0.7,0.000563550233708967,0.0923544770609239,63,0.558558558558559,0.566142500048422,"results_get_calibration_drugs/tms_metrics_6_172.csv","calibration_drugs.csv"
"azimilide-bepridil-clozapine-diltiazem-loratadine-ondansetron-ranolazine","0.917 (0.833 - 1   )","1    (0.9  - 1   )","0.909 (0.818 - 1   )","3    (2.25 - 3   )","1.5e-06 (1.5e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.279 (0.271 - 0.286)",0.833,0.9,0.818,2.25,0.375,5,0.0125,0.286,0.917,1,0.273,750000,0.25,1e+06,1e-06,0.0169,15.5298688138523,-17.3020677902819,14.289018389,-27.3603039466884,0.0868394448849958,0.367621506544848,0.0319240475561404,-5.09196108148789e-06,7,0.766666666666667,0,0.810624845841492,4,0.6,1.00852002493532,"results_get_calibration_drugs/tms_metrics_6_174.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ondansetron-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.952 - 1   )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.167)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0456 (0.0427 - 0.0485)",0.958,1,0.952,4,0.167,667000,0.333,0.0485,1,1,0.333,4,1.33e-06,1e+06,1e-06,0.00843,11.2871940118962,-12.6992023679418,11.2749736712296,-16.7554866605125,0.00108384649250101,0.242086927987007,0.000262385067779063,-1.44043111731309e-06,10,0.833333333333333,0,0.324119111574042,26,0.068870523415978,0.331355319080797,"results_get_calibration_drugs/tms_metrics_6_178.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-metoprolol-nitrendipine-ranolazine-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.111 (0.106 - 0.115)",0.875,1,0.893,3.33,0.222,667000,0.333,0.115,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0268,17.8650876544545,-30.15527563431,17.625189909103,-38.0234574012145,0.013611072935309,0.206929677222176,0.002816534929151,-3.58947190042642e-06,10,0.7,0.076499084671363,0.25507180355044,3,0.0540540540540541,0.271727024202064,"results_get_calibration_drugs/tms_metrics_6_18.csv","calibration_drugs.csv"
"azimilide-bepridil-droperidol-loratadine-ranolazine-risperidone-verapamil","0.917 (0.917 - 1   )","1    (0.9  - 1   )","0.929 (0.857 - 1   )","2.25 (2.25 - 3   )","0.375 (1.5e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.321 (0.313 - 0.328)",0.917,0.9,0.857,2.25,0.375,5,0.0125,0.328,1,1,0.357,750000,0.25,1e+06,1e-06,0.0113,13.7609439867833,-18.9911645968618,13.3976819252233,-28.8558291030292,0.0271137995055788,0.341860373200361,0.00926913361785695,-3.11943311355642e-06,7,0.733333333333333,0,0,1,0,0,"results_get_calibration_drugs/tms_metrics_6_192.csv","calibration_drugs.csv"
"azimilide-bepridil-diltiazem-ondansetron-ranolazine-risperidone-verapamil","1    (0.833 - 1   )","1    (0.9  - 1   )","1    (0.778 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.237 (0.23 - 0.244)",0.833,0.9,0.778,2.25,0.375,5,0.0125,0.244,1,1,0.333,3,1.5e-06,1e+06,1e-06,0.0118,17.5460005370733,-17.4498651936019,14.7341795449713,-25.8098957512289,0.19083661791414,0.323907955235695,0.0618134986926645,-2.75384590417336e-06,7,0.7,1,0,1,0,1,"results_get_calibration_drugs/tms_metrics_6_193.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-dofetilide-droperidol-metoprolol-risperidone-terfenadine-vandetanib-verapamil","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","8.75e+05 (2.62 - 1e+06)","0.125 (1e-06 - 0.188)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.0758 (0.0723 - 0.0793)",0.917,1,0.938,2.62,0.188,750000,0.25,0.0793,0.958,1,0.312,3,0.125,750000,0.25,0.0223,10.3852831437166,-16.5934260005288,10.4317418097139,-23.7322626346716,0.00445358664398661,0.300807248935183,0.00133967114627209,-2.69209775212651e-06,11,0.833333333333333,0.0318449194452312,0.141201766446705,76,0.107449856733524,0.180270656109634,"results_get_calibration_drugs/tms_metrics_6_198.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-nitrendipine-ranolazine-verapamil","1    (0.867 - 1   )","1    (1    - 1   )","1    (0.875 - 1   )","8e+05 (3    - 1e+06)","0.2  (1e-06 - 0.2 )","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.0754 (0.0713 - 0.0795)",0.867,1,0.875,3,0.2,6,0.0125,0.0795,1,1,0.375,8e+05,0.2,1e+06,1e-06,0.011,19.573614349137,-25.7382811751416,15.7444179335429,-36.1790009590356,0.243209779602975,0.28858507717545,0.0701867130165487,-2.07947755480337e-06,8,0.766666666666667,0.675782788152157,0.589480666485349,4,0.0967741935483871,0.901961793791542,"results_get_calibration_drugs/tms_metrics_6_20.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-dofetilide-droperidol-metoprolol-risperidone-terfenadine-vandetanib-verapamil","1    (0.917 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","8.75e+05 (2.62 - 1e+06)","0.125 (1e-06 - 0.188)","1e+06 (7.5e+05 - 1e+06)","1e-06 (1e-06 - 0.25)","0.0826 (0.079 - 0.0863)",0.917,1,0.938,2.62,0.188,750000,0.25,0.0863,0.958,1,0.312,3,0.125,750000,0.25,0.0224,8.98388436360593,-13.7802153634728,8.9553010727584,-20.3039754973273,0.00319177329888746,0.321304570856741,0.00102553135007104,-2.90016876294934e-06,11,0.833333333333333,0.0188459105005176,0.275535726364014,46,0.133136094674556,0.306594723618543,"results_get_calibration_drugs/tms_metrics_6_200.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-risperidone-verapamil","1    (0.964 - 1   )","1    (1    - 1   )","1    (0.966 - 1   )","8.57e+05 (4    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0556 (0.0526 - 0.0586)",0.964,1,0.966,4,0.143,667000,0.333,0.0586,1,1,0.448,4,1.33e-06,667000,1.14e-06,0.00707,18.7927251431965,-21.4732458297616,15.1070107399355,-29.5481759279064,0.243973772621856,0.273280155020281,0.0666731904029837,-1.11940644274182e-06,11,0.833333333333333,0.413314868187207,0.060345158476497,24,0.302631578947368,0.515806738025337,"results_get_calibration_drugs/tms_metrics_6_204.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-ranolazine-risperidone","0.964 (0.964 - 1   )","1    (1    - 1   )","0.969 (0.968 - 1   )","3.43 (3.43 - 4   )","0.19 (1.33e-06 - 0.19)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.146 (0.141 - 0.15)",0.964,1,0.968,3.43,0.19,650000,0.333,0.15,1,1,0.406,857000,0.143,667000,1.14e-06,0.00962,17.3282175443041,-22.1783646879086,15.4255844802307,-30.9419996973871,0.123342688668414,0.283227816404462,0.0349340803810104,-1.53495004214348e-06,11,0.833333333333333,0.10478079490406,0.343848147238746,13,0.25531914893617,0.440906374589589,"results_get_calibration_drugs/tms_metrics_6_206.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-risperidone-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.944 (0.833 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.147 (0.142 - 0.153)",0.8,1,0.833,2.4,0.3,5e+05,0.0125,0.153,0.933,1,0.389,3,0.2,1e+06,1e-06,0.0373,15.9023270140447,-27.6018746438144,15.3574319438759,-32.6221854379903,0.035480871551968,0.153892534383349,0.00546024124526243,-5.90952398942339e-06,8,0.766666666666667,0.125720631150016,0.656098520271573,7,0.375,0.766091342725727,"results_get_calibration_drugs/tms_metrics_6_21.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-nitrendipine-risperidone-verapamil","0.964 (0.964 - 1   )","1    (1    - 1   )","0.969 (0.938 - 1   )","8.57e+05 (4    - 1e+06)","0.143 (1e-06 - 0.143)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0614 (0.0582 - 0.0645)",0.964,1,0.938,4,0.143,8,0.333,0.0645,1,1,0.406,857000,0.143,667000,1.14e-06,0.0107,26.2378939980397,-36.1951109309673,23.6714079452583,-42.4029626416893,0.108421351983648,0.146401367356785,0.0158730341810774,-1.64741058171923e-06,11,0.833333333333333,0.122192088080404,0.206261488920005,79,0.0736543909348442,0.250798081142838,"results_get_calibration_drugs/tms_metrics_6_23.csv","calibration_drugs.csv"
"astemizole-bepridil-clozapine-metoprolol-quinidine-ranolazine-verapamil","0.917 (0.75 - 1   )","1    (1    - 1   )","0.917 (0.75 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.214 (0.207 - 0.221)",0.75,1,0.75,2.25,0.375,5,0.0125,0.221,0.917,1,0.417,2.25,0.375,1e+06,1e-06,0.0544,12.9771296687834,-20.8952843499749,12.9888852412472,-25.6919966915233,0.000905048604670761,0.186700644529157,0.000168973157822245,-9.2611993204146e-06,7,0.666666666666667,0.00048625857903571,0.701931021840903,4,0.5,0.861804731867968,"results_get_calibration_drugs/tms_metrics_6_24.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-droperidol-nitrendipine-ranolazine-verapamil","1    (0.929 - 1   )","1    (1    - 1   )","1    (0.931 - 1   )","1e+06 (4    - 1e+06)","1e-06 (1e-06 - 0.143)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.043 (0.0403 - 0.0456)",0.929,1,0.931,4,0.143,667000,0.333,0.0456,1,1,0.414,857000,0.143,667000,1.14e-06,0.00991,24.6080712313791,-33.2685084026513,20.0311868214455,-39.853922940485,0.228487929883095,0.165238803408837,0.0377550721272449,-1.33885624779174e-06,11,0.833333333333333,0.299145289651278,0.327412291708057,25,0.0621761658031088,0.447830982264564,"results_get_calibration_drugs/tms_metrics_6_25.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-metoprolol-nitrendipine-risperidone-verapamil","1    (0.929 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.073 (0.0695 - 0.0764)",0.929,1,0.938,3.43,0.19,667000,0.333,0.0764,0.964,1,0.406,4,0.143,667000,1.14e-06,0.0156,18.121222690681,-25.5792456454227,16.3086343804682,-36.1857581933029,0.111142862604343,0.293112900694815,0.0325774068494843,-2.15079339667372e-06,11,0.833333333333333,0.13189409113911,0.307272067881473,38,0.146245059288538,0.364965467330645,"results_get_calibration_drugs/tms_metrics_6_26.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-dofetilide-droperidol-loratadine-ranolazine-risperidone-verapamil","0.964 (0.964 - 1   )","1    (1    - 1   )","0.966 (0.931 - 1   )","3.43 (3.43 - 4   )","0.19 (1.33e-06 - 0.19)","1e+06 (8    - 1e+06)","1e-06 (1e-06 - 0.333)","0.161 (0.156 - 0.166)",0.964,1,0.931,3.43,0.19,8,0.333,0.166,1,1,0.414,857000,0.143,667000,1.14e-06,0.00923,15.9499564380687,-22.9604691192161,14.8290517475456,-32.9538221642584,0.0755884266644751,0.303253230997922,0.0229224346120515,-1.63197039187611e-06,11,0.833333333333333,0.000693561406874161,0.397245887537745,10,0.214285714285714,0.451357002316364,"results_get_calibration_drugs/tms_metrics_6_28.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.944 (0.833 - 1   )","1    (1    - 1   )","0.957 (0.87 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.132 (0.127 - 0.137)",0.833,1,0.87,2.5,0.25,667000,0.333,0.137,0.944,1,0.391,2.5,0.25,1e+06,1e-06,0.0435,13.7115090638938,-20.7680097208498,13.1841127504736,-25.6940192821901,0.0400024122519146,0.19171813904393,0.00766918803420518,-5.78899048622423e-06,9,0.7,0.0322211917980102,0,2,0.5,0.501037129563153,"results_get_calibration_drugs/tms_metrics_6_29.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.963 (0.889 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.109 - 0.118)",0.875,1,0.889,3.33,0.222,667000,0.333,0.118,0.958,1,0.407,3.33,0.167,1e+06,1e-06,0.0369,13.358135487383,-20.0911057354423,12.9688201063524,-24.9915343612524,0.0300193369819319,0.196083543930296,0.005886297981855,-4.51285812677236e-06,10,0.7,0.313657254997952,0.548008772171414,2,0.111111111111111,0.641124143206303,"results_get_calibration_drugs/tms_metrics_6_30.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-metoprolol-ranolazine-vandetanib-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","0.962 (0.846 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.121 (0.117 - 0.126)",0.833,1,0.846,3.33,0.222,667000,0.333,0.126,0.958,1,0.308,3.98,0.167,1e+06,1e-06,0.0375,13.4770444594069,-21.7157256822034,13.6934338636449,-28.0444456258626,0.0158024208093253,0.2256675003703,0.00356609280384004,-4.641437427741e-06,10,0.7,0.102906227830507,0.0966066328909793,2,0.0099009900990099,0.141494038212842,"results_get_calibration_drugs/tms_metrics_6_31.csv","calibration_drugs.csv"
"azimilide-bepridil-cisapride-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","1    (0.833 - 1   )","1    (1    - 1   )","1    (0.84 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.102 (0.0976 - 0.106)",0.833,1,0.84,3.33,0.222,667000,0.333,0.106,0.958,1,0.36,4,0.167,1e+06,1e-06,0.0308,13.107015480932,-19.9258237132052,12.7186424415258,-24.8546869064407,0.0305357306168254,0.198307192997,0.00605545502473519,-4.06114883468513e-06,10,0.7,0,0.171803672125184,2,0.04,0.17639870111681,"results_get_calibration_drugs/tms_metrics_6_32.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-metoprolol-risperidone-verapamil","0.917 (0.75 - 1   )","1    (0.9  - 1   )","0.929 (0.786 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.222 (0.215 - 0.229)",0.75,0.9,0.786,2.25,0.375,5,0.0125,0.229,0.917,1,0.357,3,0.25,1e+06,1e-06,0.0472,16.4914268830223,-27.0901028335485,15.9774045243446,-32.4927195870713,0.0321718310314075,0.166271608599747,0.00534926209719138,-8.02908829528026e-06,7,0.666666666666667,0.257598507469073,0,10,0.692307692307692,0.738679180618147,"results_get_calibration_drugs/tms_metrics_6_35.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-diltiazem-dofetilide-droperidol-loratadine-ranolazine-risperidone-verapamil","0.958 (0.917 - 1   )","1    (1    - 1   )","0.963 (0.926 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.073 (0.0693 - 0.0766)",0.917,1,0.926,3.33,0.222,7,0.333,0.0766,1,1,0.407,833000,0.167,667000,1.17e-06,0.0162,19.54379127602,-25.6736499263456,17.3995451484518,-35.4073498888178,0.123235757559963,0.274906198657535,0.0338782736494911,-2.46219344317623e-06,10,0.8,0.34325373477233,0.317727141123959,57,0.158640226628895,0.493903213339237,"results_get_calibration_drugs/tms_metrics_6_37.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-metoprolol-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.964 (0.893 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.109 - 0.118)",0.875,1,0.893,3.33,0.222,7,0.333,0.118,0.958,1,0.321,4,0.167,1e+06,1e-06,0.0264,15.3266594742616,-25.5102685070857,15.0624351206414,-33.1573024286344,0.0175419413596777,0.230628952340368,0.00404567955779863,-3.42157074798046e-06,10,0.7,0.208984401708662,0.563136482321842,2,0.0769230769230769,0.60556943255308,"results_get_calibration_drugs/tms_metrics_6_39.csv","calibration_drugs.csv"
"astemizole-bepridil-droperidol-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.933 (0.8  - 1   )","1    (1    - 1   )","0.947 (0.842 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5e+05 - 1e+06)","1e-06 (1e-06 - 0.0125)","0.142 (0.136 - 0.147)",0.8,1,0.842,2.4,0.3,5e+05,0.0125,0.147,0.933,1,0.421,3,0.2,1e+06,1e-06,0.0436,14.3548051242602,-24.6157925542862,13.8201325368586,-29.7086677191025,0.0386879493359122,0.17142724853803,0.00663216870623413,-6.30598154798994e-06,8,0.766666666666667,1,0,1,0,1,"results_get_calibration_drugs/tms_metrics_6_4.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-diltiazem-dofetilide-metoprolol-nitrendipine-ranolazine","0.958 (0.833 - 1   )","1    (1    - 1   )","0.96 (0.84 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.121 (0.117 - 0.126)",0.833,1,0.84,3.33,0.222,667000,0.00833,0.126,0.958,1,0.36,4,0.167,1e+06,1e-06,0.0366,15.8192977823221,-24.5700644076347,15.1868507982097,-33.6228022833957,0.0416443798991555,0.269244002907861,0.0112124995426643,-4.44166268568398e-06,10,0.766666666666667,0.0290281568233679,0.147013920090401,149,0.281904761904762,0.319258549413307,"results_get_calibration_drugs/tms_metrics_6_41.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-nifedipine-nitrendipine-ranolazine-risperidone-vandetanib-verapamil","1    (0.833 - 1   )","1    (1    - 1   )","1    (0.857 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.109 - 0.117)",0.833,1,0.857,3.33,0.222,667000,0.333,0.117,0.917,1,0.321,4,0.167,667000,1.17e-06,0.0376,17.3371505069408,-31.0186399812094,16.8853969256311,-40.3771170962385,0.0267540990181876,0.231776753469625,0.0062009782124404,-5.5123773750877e-06,10,0.7,0.0336137972454968,0.223914581996101,13,0.171428571428571,0.283998912846143,"results_get_calibration_drugs/tms_metrics_6_43.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-ranolazine","0.958 (0.833 - 1   )","1    (1    - 1   )","0.966 (0.862 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.106 (0.102 - 0.11)",0.833,1,0.862,3.33,0.222,667000,0.333,0.11,0.958,1,0.379,4,0.167,1e+06,1e-06,0.0352,13.2451882917162,-21.7528469997095,12.894301742502,-25.6526069482014,0.0272125281555681,0.152021974077193,0.00413690224984067,-4.53447634178611e-06,10,0.7,0,0.25464319447906,4,0.136363636363636,0.288856708104233,"results_get_calibration_drugs/tms_metrics_6_44.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.113 (0.109 - 0.117)",0.875,1,0.885,3.33,0.222,650000,0.333,0.117,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0232,14.4327279008131,-23.3800491862427,14.1838163149118,-32.0237016649742,0.0175489854334655,0.269914220696899,0.00473672072729507,-3.22519005359361e-06,10,0.7,0.0494516591668829,0.194367394420844,4,0.176470588235294,0.267144191627698,"results_get_calibration_drugs/tms_metrics_6_45.csv","calibration_drugs.csv"
